1.028947454438E-1,3.909614643283E-17
1.099488497455E-1,3.895161391817E-17
1.178259008070E-1,3.895018262547E-17
1.305238402805E-1,3.894806560145E-17
1.394733800755E-1,3.995977311032E-17
1.479650350438E-1,3.995851890165E-17
1.560711762457E-1,3.995738708860E-17
1.684625992268E-1,4.010261214712E-17
1.782053270118E-1,4.054518644480E-17
1.890553431843E-1,4.069292168371E-17
2.032381479935E-1,4.312483387160E-17
2.109464575966E-1,4.190243116837E-17
2.215425806271E-1,4.174790776151E-17
2.360478903294E-1,4.083766235670E-17
2.540553422679E-1,4.083606797495E-17
2.560808251981E-1,4.110336957737E-17
2.750158479464E-1,3.994536737709E-17
2.913368789833E-1,3.878890361833E-17
3.095182703936E-1,3.794323259305E-17
3.250650410175E-1,3.752696289528E-17
3.513772277198E-1,3.670846732573E-17
3.738384768717E-1,3.423585011229E-17
3.954528413069E-1,3.300168610795E-17
4.117313522022E-1,3.066639876180E-17
4.374176338398E-1,2.818416464072E-17
4.633669484011E-1,2.561937994202E-17
4.942466453664E-1,2.411860997334E-17
5.059385077206E-1,2.278063718843E-17
5.390538727000E-1,2.093666918923E-17
